"Order_ID","Order_Date","Customer_ID","Product_ID","Category","Sub-Category","Product_Name","Sales","Quantity","Discount","Profit"
"CA-2014-138527","2014-09-12","BN-11470","OFF-AP-10001469","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector","166.84","5","0.2","18.77"
"CA-2014-138527","2014-09-12","BN-11470","TEC-AC-10002399","Technology","Accessories","SanDisk Cruzer 32 GB USB Flash Drive","15.22","1","0.2","2.28"
"CA-2014-112158","2014-12-02","DP-13165","TEC-AC-10003628","Technology","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","119.96","4","0.0","52.78"
"CA-2014-112158","2014-12-02","DP-13165","FUR-BO-10003272","Furniture","Bookcases","O'Sullivan Living Dimensions 5-Shelf Bookcases","883.92","5","0.2","-110.49"
"CA-2014-112158","2014-12-02","DP-13165","OFF-BI-10000050","Office Supplies","Binders","Angle-D Binders with Locking Rings Label Holders","46.72","8","0.2","15.77"
"CA-2014-113887","2014-04-05","TH-21550","OFF-PA-10004071","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper 25% Cotton Letter Size White 1000 Shts/Box","55.48","1","0.0","26.63"
"CA-2017-146136","2017-09-03","AP-10915","OFF-EN-10001219","Office Supplies","Envelopes","#10- 4 1/8 x 9 1/2 Security-Tint Envelopes","24.45","4","0.2","8.86"
"US-2017-100048","2017-05-19","RS-19765","OFF-AP-10001154","Office Supplies","Appliances","Bionaire Personal Warm Mist Humidifier/Vaporizer","281.34","6","0.0","109.72"
"US-2017-100048","2017-05-19","RS-19765","TEC-PH-10003012","Technology","Phones","Nortel Meridian M3904 Professional Digital phone","307.98","2","0.0","89.31"
"US-2017-100048","2017-05-19","RS-19765","TEC-AC-10001606","Technology","Accessories","Logitech Wireless Performance Mouse MX for PC and Mac","299.97","3","0.0","113.99"
"CA-2014-153150","2014-07-01","Dl-13600","OFF-BI-10003355","Office Supplies","Binders","Cardinal Holdit Business Card Pockets","19.92","5","0.2","6.97"
"CA-2014-130092","2014-01-11","SV-20365","FUR-FU-10000010","Furniture","Furnishings","DAX Value U-Channel Document Frames Easel Back","9.94","2","0.0","3.08"
"CA-2017-108910","2017-09-24","KC-16540","FUR-FU-10002253","Furniture","Furnishings","Howard Miller 13 Diameter Pewter Finish Round Wall Clock","103.06","3","0.2","24.48"
"CA-2014-104472","2014-06-02","CK-12325","OFF-BI-10001658","Office Supplies","Binders","GBC Standard Therm-A-Bind Covers","59.81","3","0.2","19.44"
"CA-2014-104472","2014-06-02","CK-12325","FUR-FU-10000246","Furniture","Furnishings","Aluminum Document Frame","73.32","6","0.0","22.0"
"CA-2016-112942","2016-02-13","RD-19810","OFF-PA-10004092","Office Supplies","Paper","Tops Green Bar Computer Printout Paper","146.82","3","0.0","73.41"
"CA-2016-142335","2016-12-15","MP-17965","FUR-TA-10000198","Furniture","Tables","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases","1652.94","3","0.0","231.41"
"CA-2016-142335","2016-12-15","MP-17965","OFF-ST-10000036","Office Supplies","Storage","Recycled Data-Pak for Archival Bound Computer Printouts 12-1/2 x 12-1/2 x 16","296.37","3","0.0","80.02"
"CA-2014-117429","2014-10-07","MR-17545","FUR-FU-10000222","Furniture","Furnishings","Seth Thomas 16 Steel Case Clock","129.92","5","0.2","21.11"
"CA-2016-114713","2016-07-07","SC-20695","OFF-SU-10004664","Office Supplies","Supplies","Acme Softgrip Scissors","45.58","7","0.2","5.13"
"CA-2017-144113","2017-09-16","JF-15355","OFF-EN-10001141","Office Supplies","Envelopes","Manila Recycled Extra-Heavyweight Clasp Envelopes 6 x 9","17.57","2","0.2","6.37"
"CA-2017-144113","2017-09-16","JF-15355","TEC-PH-10002170","Technology","Phones","ClearSounds CSC500 Amplified Spirit Phone Corded phone","55.99","1","0.2","5.6"
"US-2016-150861","2016-12-03","EG-13900","OFF-PA-10001954","Office Supplies","Paper","Xerox 1964","182.72","8","0.0","84.05"
"US-2016-150861","2016-12-03","EG-13900","FUR-TA-10002228","Furniture","Tables","Bevis Traditional Conference Table Top Plinth Base","400.03","2","0.4","-153.35"
"US-2016-150861","2016-12-03","EG-13900","OFF-ST-10004634","Office Supplies","Storage","Personal Folder Holder Ebony","33.63","3","0.0","10.09"
"US-2016-150861","2016-12-03","EG-13900","FUR-CH-10002965","Furniture","Chairs","Global Leather Highback Executive Chair with Pneumatic Height Adjustment Black","542.65","3","0.1","102.5"
"US-2016-150861","2016-12-03","EG-13900","OFF-LA-10001317","Office Supplies","Labels","Avery 520","6.3","2","0.0","3.02"
"CA-2017-131954","2017-01-21","DS-13030","OFF-ST-10000736","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black","242.94","3","0.0","9.72"
"CA-2017-131954","2017-01-21","DS-13030","TEC-AC-10003610","Technology","Accessories","LogitechÂ Illuminated - Keyboard","179.97","3","0.0","86.39"
"CA-2017-131954","2017-01-21","DS-13030","OFF-BI-10003982","Office Supplies","Binders","Wilson Jones Century Plastic Molded Ring Binders","99.7","6","0.2","33.65"
"CA-2017-131954","2017-01-21","DS-13030","OFF-BI-10003291","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings","27.94","4","0.2","9.43"
"CA-2017-131954","2017-01-21","DS-13030","FUR-BO-10001619","Furniture","Bookcases","O'Sullivan Cherrywood Estates Traditional Bookcase","84.98","1","0.0","18.7"
"CA-2017-131954","2017-01-21","DS-13030","OFF-BI-10000138","Office Supplies","Binders","Acco Translucent Poly Ring Binders","18.72","5","0.2","6.55"
"CA-2014-132500","2014-09-08","GZ-14470","TEC-AC-10001383","Technology","Accessories","Logitech Wireless Touch Keyboard K400","49.98","2","0.0","8.5"
"CA-2014-112326","2014-01-04","PO-19195","OFF-LA-10003223","Office Supplies","Labels","Avery 508","11.78","3","0.2","4.27"
"CA-2014-112326","2014-01-04","PO-19195","OFF-ST-10002743","Office Supplies","Storage","SAFCO Boltless Steel Shelving","272.74","3","0.2","-64.77"
"CA-2014-112326","2014-01-04","PO-19195","OFF-BI-10004094","Office Supplies","Binders","GBC Standard Plastic Binding Systems Combs","3.54","2","0.8","-5.49"
"US-2016-146710","2016-08-27","SS-20875","OFF-SU-10004498","Office Supplies","Supplies","Martin-Yale Premier Letter Opener","51.52","5","0.2","-10.95"
"US-2016-146710","2016-08-27","SS-20875","OFF-PA-10002615","Office Supplies","Paper","Ampad Gold Fibre Wirebound Steno Books 6 x 9 Gregg Ruled","3.53","1","0.2","1.15"
"US-2016-146710","2016-08-27","SS-20875","OFF-PA-10004971","Office Supplies","Paper","Xerox 196","4.62","1","0.2","1.68"
"US-2016-146710","2016-08-27","SS-20875","OFF-SU-10004261","Office Supplies","Supplies","Fiskars 8 Scissors 2/Pack","55.17","4","0.2","6.21"
"CA-2014-124429","2014-05-27","MH-17785","FUR-TA-10002607","Furniture","Tables","KI Conference Tables","567.12","10","0.2","-28.36"
"CA-2014-124429","2014-05-27","MH-17785","OFF-ST-10001809","Office Supplies","Storage","Fellowes Officeware Wire Shelving","359.32","4","0.0","7.19"
"CA-2016-150889","2016-03-20","PB-19105","TEC-PH-10000004","Technology","Phones","Belkin iPhone and iPad Lightning Cable","11.99","1","0.2","0.9"
"CA-2017-126074","2017-10-02","RF-19735","OFF-BI-10003638","Office Supplies","Binders","GBC Durable Plastic Covers","58.05","3","0.0","26.7"
"CA-2017-126074","2017-10-02","RF-19735","FUR-FU-10003577","Furniture","Furnishings","Nu-Dell Leatherette Frames","157.74","11","0.0","56.79"
"CA-2017-126074","2017-10-02","RF-19735","OFF-AR-10003478","Office Supplies","Art","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters 4/Pack","56.98","7","0.0","22.79"
"CA-2017-126074","2017-10-02","RF-19735","OFF-BI-10000546","Office Supplies","Binders","Avery Durable Binders","2.88","1","0.0","1.41"
"CA-2016-110499","2016-04-07","YC-21895","TEC-CO-10002095","Technology","Copiers","Hewlett Packard 610 Color Digital Copier / Printer","1199.98","3","0.2","374.99"
"CA-2015-135272","2015-12-07","MS-17830","FUR-FU-10002759","Furniture","Furnishings","12-1/2 Diameter Round Wall Clock","79.92","4","0.0","28.77"
"CA-2016-140928","2016-09-18","NB-18655","FUR-TA-10001095","Furniture","Tables","Chromcraft Round Conference Tables","383.44","4","0.45","-167.32"
"CA-2014-106803","2014-12-29","DC-13285","OFF-ST-10002444","Office Supplies","Storage","Recycled Eldon Regeneration Jumbo File","24.56","2","0.0","6.88"
"CA-2014-106803","2014-12-29","DC-13285","TEC-AC-10001267","Technology","Accessories","ImationÂ 32GB Pocket Pro USB 3.0Â Flash DriveÂ - 32 GB - Black - 1 P ...","119.8","4","0.0","47.92"
"CA-2017-117240","2017-07-23","CP-12340","OFF-BI-10000848","Office Supplies","Binders","Angle-D Ring Binders","13.13","3","0.2","4.27"
"CA-2017-133333","2017-09-18","BF-11020","OFF-PA-10002377","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers 5 1/4X8 1/2 200/Messages","22.72","4","0.0","10.22"
"CA-2015-112319","2015-08-31","AR-10510","OFF-PA-10003441","Office Supplies","Paper","Xerox 226","58.32","9","0.0","27.99"
"CA-2017-126046","2017-11-03","JC-16105","OFF-LA-10004484","Office Supplies","Labels","Avery 476","12.39","3","0.0","5.7"
"CA-2015-114923","2015-02-08","LH-17020","TEC-PH-10003931","Technology","Phones","JBL Micro Wireless Portable Bluetooth Speaker","107.98","3","0.4","-27.0"
"CA-2014-162775","2014-01-13","CS-12250","OFF-EN-10001990","Office Supplies","Envelopes","Staple envelope","11.36","2","0.0","5.34"
"CA-2014-162775","2014-01-13","CS-12250","OFF-EN-10001532","Office Supplies","Envelopes","Brown Kraft Recycled Envelopes","50.94","3","0.0","25.47"
"CA-2014-162775","2014-01-13","CS-12250","TEC-AC-10003174","Technology","Accessories","Plantronics S12 Corded Telephone Headset System","646.74","6","0.0","258.7"
"CA-2014-162775","2014-01-13","CS-12250","OFF-BI-10004187","Office Supplies","Binders","3-ring staple pack","5.64","3","0.0","2.71"
"CA-2014-162775","2014-01-13","CS-12250","OFF-ST-10000025","Office Supplies","Storage","Fellowes Stor/Drawer Steel Plus Storage Drawers","572.58","6","0.0","34.35"
"CA-2014-106810","2014-05-14","AJ-10795","FUR-FU-10004306","Furniture","Furnishings","Electrix Halogen Magnifier Lamp","310.88","2","0.2","23.32"
"CA-2016-157245","2016-05-19","LE-16810","FUR-CH-10003746","Furniture","Chairs","Hon 4070 Series Pagoda Round Back Stacking Chairs","641.96","2","0.0","179.75"
"CA-2017-104220","2017-01-30","BV-11245","OFF-BI-10001036","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders","18.28","2","0.0","9.14"
"CA-2017-104220","2017-01-30","BV-11245","TEC-PH-10004614","Technology","Phones","AT&T 841000 Phone","207.0","3","0.0","51.75"
"CA-2017-104220","2017-01-30","BV-11245","OFF-BI-10000301","Office Supplies","Binders","GBC Instant Report Kit","32.35","5","0.0","16.18"
"CA-2017-104220","2017-01-30","BV-11245","OFF-BI-10003910","Office Supplies","Binders","DXL Angle-View Binders with Locking Rings by Samsill","7.71","1","0.0","3.47"
"CA-2017-104220","2017-01-30","BV-11245","OFF-AR-10004648","Office Supplies","Art","Boston 19500 Mighty Mite Electric Pencil Sharpener","40.3","2","0.0","10.88"
"CA-2017-104220","2017-01-30","BV-11245","FUR-FU-10002597","Furniture","Furnishings","C-Line Magnetic Cubicle Keepers Clear Polypropylene","34.58","7","0.0","14.52"
"CA-2014-165974","2014-06-29","DL-12865","OFF-AR-10003405","Office Supplies","Art","Dixon My First Ticonderoga Pencil #2","32.76","7","0.2","3.69"
"CA-2015-144267","2015-08-21","NZ-18565","FUR-CH-10002335","Furniture","Chairs","Hon GuestStacker Chair","544.01","3","0.2","40.8"
"CA-2015-144267","2015-08-21","NZ-18565","OFF-PA-10000157","Office Supplies","Paper","Xerox 191","59.94","3","0.0","28.17"
"CA-2015-144267","2015-08-21","NZ-18565","OFF-PA-10001947","Office Supplies","Paper","Xerox 1974","23.92","4","0.0","11.72"
"CA-2015-144267","2015-08-21","NZ-18565","OFF-PA-10003657","Office Supplies","Paper","Xerox 1927","4.28","1","0.0","1.93"
"US-2015-157014","2015-10-03","BM-11785","OFF-BI-10001098","Office Supplies","Binders","Acco D-Ring Binder w/DublLock","32.07","5","0.7","-22.45"
"US-2015-157014","2015-10-03","BM-11785","TEC-AC-10002167","Technology","Accessories","ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive","24.0","2","0.2","-2.7"
"US-2015-157014","2015-10-03","BM-11785","FUR-BO-10004409","Furniture","Bookcases","Safco Value Mate Series Steel Bookcases Baked Enamel Finish on Steel Gray","35.49","1","0.5","-15.62"
"US-2015-157014","2015-10-03","BM-11785","TEC-AC-10000057","Technology","Accessories","Microsoft Natural Ergonomic Keyboard 4000","47.98","2","0.2","0.6"
"CA-2015-154921","2015-05-23","EA-14035","OFF-EN-10000056","Office Supplies","Envelopes","Cameo Buff Policy Envelopes","186.69","3","0.0","87.74"
"CA-2017-129567","2017-03-17","CL-12565","OFF-BI-10000014","Office Supplies","Binders","Heavy-Duty E-Z-D Binders","17.46","2","0.2","5.89"
"CA-2015-154620","2015-12-12","LT-17110","FUR-CH-10004675","Furniture","Chairs","Lifetime Advantage Folding Chairs 4/Carton","348.93","2","0.2","34.89"
"CA-2015-115938","2015-06-26","SA-20830","OFF-BI-10001543","Office Supplies","Binders","GBC VeloBinder Manual Binding System","143.96","4","0.0","69.1"
"CA-2015-115938","2015-06-26","SA-20830","OFF-ST-10001321","Office Supplies","Storage","Decoflex Hanging Personal Folder File Blue","15.42","1","0.0","4.16"
"CA-2015-115938","2015-06-26","SA-20830","OFF-BI-10001132","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks Dark Blue 9 1/2 X 11","43.04","8","0.0","21.09"
"CA-2015-115938","2015-06-26","SA-20830","FUR-CH-10003199","Furniture","Chairs","Office Star - Contemporary Task Swivel Chair","332.94","3","0.0","79.91"
"CA-2016-105256","2016-05-20","JK-15730","TEC-PH-10001530","Technology","Phones","Cisco Unified IP Phone 7945G VoIP phone","1363.96","5","0.2","85.25"
"CA-2014-156433","2014-09-20","ES-14020","OFF-LA-10001569","Office Supplies","Labels","Avery 499","9.96","2","0.0","4.58"
"CA-2014-156433","2014-09-20","ES-14020","OFF-PA-10003724","Office Supplies","Paper","Wirebound Message Book 4 per Page","21.72","4","0.0","10.64"
"CA-2017-151428","2017-09-21","RH-19495","OFF-BI-10000546","Office Supplies","Binders","Avery Durable Binders","20.16","7","0.0","9.88"
"CA-2015-124653","2015-12-24","DB-13120","OFF-PA-10000176","Office Supplies","Paper","Xerox 1887","132.79","7","0.0","63.74"
"CA-2015-124653","2015-12-24","DB-13120","OFF-PA-10002365","Office Supplies","Paper","Xerox 1967","12.96","2","0.0","6.22"
"CA-2015-124653","2015-12-24","DB-13120","OFF-LA-10002271","Office Supplies","Labels","Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set","21.56","7","0.0","10.35"
"CA-2015-101910","2015-11-27","CD-11920","FUR-CH-10002647","Furniture","Chairs","Situations Contoured Folding Chairs 4/Set","283.92","5","0.2","17.75"
"CA-2017-105809","2017-02-20","HW-14935","FUR-FU-10004090","Furniture","Furnishings","Executive Impressions 14 Contract Wall Clock","22.23","1","0.0","7.34"
"CA-2017-105809","2017-02-20","HW-14935","TEC-PH-10001580","Technology","Phones","Logitech Mobile Speakerphone P710e -Â speaker phone","215.97","2","0.2","18.9"
"CA-2016-136133","2016-08-18","HW-14935","OFF-AP-10000576","Office Supplies","Appliances","Belkin 7 Outlet SurgeMaster II","355.32","9","0.0","99.49"
"CA-2016-115504","2016-03-12","MC-18130","OFF-PA-10003953","Office Supplies","Paper","Xerox 218","12.96","2","0.0","6.22"
"CA-2017-135783","2017-04-22","GM-14440","FUR-FU-10000794","Furniture","Furnishings","Eldon Stackable Tray Side-Load Legal Smoke","18.28","2","0.0","6.22"
"CA-2014-134313","2014-11-01","RA-19915","OFF-AR-10001897","Office Supplies","Art","Model L Table or Wall-Mount Pencil Sharpener","43.18","3","0.2","4.32"
"CA-2014-134313","2014-11-01","RA-19915","TEC-PH-10001795","Technology","Phones","ClearOne CHATAttach 160 -Â speaker phone","1983.97","4","0.2","248.0"
"CA-2015-140921","2015-02-03","AA-10375","FUR-FU-10003347","Furniture","Furnishings","Coloredge Poster Frame","28.4","2","0.0","11.08"
"CA-2015-140921","2015-02-03","AA-10375","TEC-AC-10004901","Technology","Accessories","Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver","149.97","3","0.0","50.99"
"CA-2014-151995","2014-10-13","ZC-21910","OFF-AR-10003190","Office Supplies","Art","Newell 32","11.52","4","0.0","3.23"
"CA-2014-151995","2014-10-13","ZC-21910","FUR-TA-10002903","Furniture","Tables","Bevis Round Bullnose 29 High Table Top","1298.55","5","0.0","311.65"
"CA-2014-151995","2014-10-13","ZC-21910","OFF-AP-10000240","Office Supplies","Appliances","Belkin F9G930V10-GRY 9 Outlet Surge","213.92","4","0.0","62.04"
"CA-2014-151995","2014-10-13","ZC-21910","TEC-AC-10001101","Technology","Accessories","Sony 16GB Class 10 Micro SDHC R40 Memory Card","25.78","2","0.0","2.58"
"CA-2017-143686","2017-05-14","PJ-19015","FUR-FU-10000794","Furniture","Furnishings","Eldon Stackable Tray Side-Load Legal Smoke","18.28","2","0.0","6.22"
"CA-2017-143686","2017-05-14","PJ-19015","TEC-AC-10001838","Technology","Accessories","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset","1399.93","7","0.0","601.97"
"CA-2015-106565","2015-03-20","BW-11110","OFF-PA-10000061","Office Supplies","Paper","Xerox 205","51.84","8","0.0","24.88"
"CA-2016-149370","2016-09-15","DB-13210","OFF-PA-10003651","Office Supplies","Paper","Xerox 1968","5.34","1","0.2","1.87"
"CA-2014-140858","2014-06-28","CA-12775","OFF-PA-10000304","Office Supplies","Paper","Xerox 1995","41.47","8","0.2","14.52"
"CA-2014-140858","2014-06-28","CA-12775","OFF-BI-10003094","Office Supplies","Binders","Self-Adhesive Ring Binder Labels","3.17","3","0.7","-2.43"
"CA-2014-140858","2014-06-28","CA-12775","FUR-CH-10001394","Furniture","Chairs","Global Leather Executive Chair","1228.47","5","0.3","0.0"
"CA-2014-140858","2014-06-28","CA-12775","OFF-BI-10004230","Office Supplies","Binders","GBC Recycled Grain Textured Covers","31.09","3","0.7","-22.8"
"CA-2014-140858","2014-06-28","CA-12775","OFF-PA-10003395","Office Supplies","Paper","Xerox 1941","335.52","4","0.2","117.43"
"CA-2017-101434","2017-06-20","TR-21325","TEC-AC-10002402","Technology","Accessories","Razer Kraken PRO Over Ear PC and Music Headset","239.97","3","0.0","71.99"
"CA-2017-101434","2017-06-20","TR-21325","OFF-LA-10003223","Office Supplies","Labels","Avery 508","9.82","2","0.0","4.81"
"US-2014-102071","2014-05-09","PG-18820","TEC-AC-10003441","Technology","Accessories","Kingston Digital DataTraveler 32GB USB 2.0","67.8","4","0.0","4.07"
"US-2014-102071","2014-05-09","PG-18820","TEC-AC-10000109","Technology","Accessories","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive","167.97","3","0.0","40.31"
"CA-2017-126956","2017-08-21","GT-14710","OFF-FA-10002280","Office Supplies","Fasteners","Advantus Plastic Paper Clips","35.0","7","0.0","16.8"
"CA-2017-126956","2017-08-21","GT-14710","OFF-SU-10000381","Office Supplies","Supplies","Acme Forged Steel Scissors with Black Enamel Handles","37.24","4","0.0","10.8"
"CA-2017-126956","2017-08-21","GT-14710","OFF-EN-10004459","Office Supplies","Envelopes","Security-Tint Envelopes","15.28","2","0.0","7.49"
"CA-2017-129462","2017-06-16","JE-15745","FUR-CH-10000665","Furniture","Chairs","Global Airflow Leather Mesh Back Chair Black","301.96","2","0.0","90.59"
"CA-2017-129462","2017-06-16","JE-15745","OFF-AP-10003884","Office Supplies","Appliances","Fellowes Smart Surge Ten-Outlet Protector Platinum","180.66","3","0.0","50.58"
"CA-2017-129462","2017-06-16","JE-15745","TEC-PH-10001557","Technology","Phones","Pyle PMP37LED","191.98","2","0.0","51.83"
"CA-2017-129462","2017-06-16","JE-15745","TEC-PH-10002085","Technology","Phones","Clarity 53712","65.99","1","0.0","17.16"
"CA-2016-165316","2016-07-23","JB-15400","OFF-AR-10002956","Office Supplies","Art","Boston 16801 Nautilus Battery Pencil Sharpener","35.22","2","0.2","2.64"
"CA-2016-165316","2016-07-23","JB-15400","OFF-AP-10003266","Office Supplies","Appliances","Holmes Replacement Filter for HEPA Air Cleaner Large Room","23.7","2","0.2","6.52"
"CA-2016-165316","2016-07-23","JB-15400","TEC-MA-10004002","Technology","Machines","Zebra GX420t Direct Thermal/Thermal Transfer Printer","265.48","1","0.5","-111.5"
"US-2014-115987","2014-09-08","LH-17020","OFF-BI-10001071","Office Supplies","Binders","GBC ProClick Punch Binding System","51.18","4","0.8","-79.34"
"US-2017-156083","2017-11-04","JL-15175","OFF-PA-10001560","Office Supplies","Paper","Adams Telephone Message Books 5 1/4â€ x 11â€","9.66","2","0.2","3.26"
"US-2016-137547","2016-03-07","EB-13705","TEC-PH-10002365","Technology","Phones","Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S","21.07","3","0.2","1.58"
"CA-2015-100454","2015-11-20","BM-11650","OFF-AR-10004648","Office Supplies","Art","Boston 19500 Mighty Mite Electric Pencil Sharpener","60.45","3","0.0","16.32"
"CA-2015-100454","2015-11-20","BM-11650","OFF-AR-10002578","Office Supplies","Art","Newell 335","11.52","4","0.0","3.34"
"CA-2015-100454","2015-11-20","BM-11650","FUR-BO-10001519","Furniture","Bookcases","O'Sullivan 3-Shelf Heavy-Duty Bookcases","186.05","4","0.2","9.3"
"CA-2016-161669","2016-11-07","EM-14095","OFF-BI-10001294","Office Supplies","Binders","Fellowes Binding Cases","37.44","4","0.2","11.7"
"CA-2016-161669","2016-11-07","EM-14095","OFF-BI-10001636","Office Supplies","Binders","Ibico Plastic and Wire Spiral Binding Combs","26.98","4","0.2","8.77"
"CA-2016-161669","2016-11-07","EM-14095","OFF-SU-10002503","Office Supplies","Supplies","Acme Preferred Stainless Steel Scissors","11.36","2","0.0","3.29"
"CA-2016-161669","2016-11-07","EM-14095","OFF-LA-10004093","Office Supplies","Labels","Avery 486","14.62","2","0.0","6.87"
"CA-2015-114300","2015-10-13","AF-10885","TEC-PH-10001552","Technology","Phones","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","83.72","7","0.0","23.44"
"CA-2015-114300","2015-10-13","AF-10885","FUR-CH-10001891","Furniture","Chairs","Global Deluxe Office Fabric Chairs","287.94","3","0.0","77.74"
"CA-2017-107503","2017-01-01","GA-14725","FUR-FU-10003878","Furniture","Furnishings","Linden 10 Round Wall Clock Black","48.9","4","0.2","8.56"
"CA-2014-107755","2014-02-07","CK-12760","TEC-AC-10000710","Technology","Accessories","Maxell DVD-RAM Discs","115.36","7","0.0","49.6"
"CA-2016-152534","2016-06-20","DP-13105","OFF-AR-10002335","Office Supplies","Art","DIXON Oriole Pencils","5.16","2","0.0","1.34"
"CA-2016-152534","2016-06-20","DP-13105","OFF-PA-10001870","Office Supplies","Paper","Xerox 202","38.88","6","0.0","18.66"
"CA-2016-113747","2016-05-28","VD-21670","OFF-AR-10003373","Office Supplies","Art","Boston School Pro Electric Pencil Sharpener 1670","185.88","6","0.0","50.19"
"CA-2016-123274","2016-02-19","GT-14710","FUR-FU-10004090","Furniture","Furnishings","Executive Impressions 14 Contract Wall Clock","44.46","2","0.0","14.67"
"CA-2016-123274","2016-02-19","GT-14710","OFF-ST-10000736","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black","242.94","3","0.0","9.72"
"CA-2014-125612","2014-08-03","BK-11260","OFF-PA-10001019","Office Supplies","Paper","Xerox 1884","39.96","2","0.0","18.78"
"CA-2014-125612","2014-08-03","BK-11260","OFF-SU-10002537","Office Supplies","Supplies","Acme Box Cutter Scissors","102.3","10","0.0","26.6"
"CA-2014-125612","2014-08-03","BK-11260","OFF-ST-10003221","Office Supplies","Storage","Staple magnet","21.36","2","0.0","5.77"
"CA-2017-161984","2017-04-10","SJ-20125","OFF-PA-10004569","Office Supplies","Paper","Wirebound Message Books Two 4 1/4 x 5 Forms per Page","7.61","1","0.0","3.58"
"CA-2017-161984","2017-04-10","SJ-20125","OFF-FA-10000624","Office Supplies","Fasteners","OIC Binder Clips","7.16","2","0.0","3.58"
"CA-2014-133851","2014-06-09","CM-12445","OFF-SU-10001225","Office Supplies","Supplies","Staple remover","7.36","2","0.0","0.15"
"CA-2014-133851","2014-06-09","CM-12445","OFF-AR-10003752","Office Supplies","Art","Deluxe Chalkboard Eraser Cleaner","23.1","2","0.0","10.63"
"CA-2016-134474","2016-01-05","AJ-10795","TEC-AC-10001714","Technology","Accessories","LogitechÂ MX Performance Wireless Mouse","191.47","6","0.2","40.69"
"CA-2016-134474","2016-01-05","AJ-10795","OFF-AR-10003958","Office Supplies","Art","Newell 337","5.25","2","0.2","0.59"
"CA-2016-134474","2016-01-05","AJ-10795","TEC-PH-10002923","Technology","Phones","Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size Binaural","59.18","2","0.2","5.18"
"CA-2014-149020","2014-01-10","AJ-10780","OFF-LA-10004272","Office Supplies","Labels","Avery 482","2.89","1","0.0","1.36"
"CA-2014-149020","2014-01-10","AJ-10780","FUR-FU-10000965","Furniture","Furnishings","Howard Miller 11-1/2 Diameter Ridgewood Wall Clock","51.94","1","0.0","21.3"
"CA-2016-134362","2016-09-29","LS-16945","OFF-LA-10004853","Office Supplies","Labels","Avery 483","15.94","4","0.2","5.18"
"CA-2014-136742","2014-04-06","GP-14740","OFF-BI-10003719","Office Supplies","Binders","Large Capacity Hanging Post Binders","44.91","6","0.7","-35.93"
"CA-2016-158099","2016-09-03","PK-18910","OFF-BI-10000545","Office Supplies","Binders","GBC Ibimaster 500 Manual ProClick Binding System","1141.47","5","0.7","-760.98"
"CA-2016-158099","2016-09-03","PK-18910","TEC-PH-10002496","Technology","Phones","Cisco SPA301","280.78","3","0.4","-46.8"
"CA-2015-131128","2015-10-19","TB-21520","OFF-PA-10003591","Office Supplies","Paper","Southworth 100% Cotton The Best Paper","34.44","3","0.0","17.22"
"CA-2014-148488","2014-12-10","SM-20005","OFF-PA-10004470","Office Supplies","Paper","Adams Write n' Stick Phone Message Book 11 X 5 1/4 200 Messages","11.36","2","0.0","5.23"
"CA-2014-148488","2014-12-10","SM-20005","OFF-BI-10000315","Office Supplies","Binders","Poly Designer Cover & Back","106.34","7","0.2","37.22"
"CA-2017-114636","2017-08-25","GA-14725","OFF-PA-10001790","Office Supplies","Paper","Xerox 1910","192.16","5","0.2","67.26"
"CA-2016-116736","2016-01-17","CC-12430","FUR-FU-10004017","Furniture","Furnishings","Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet Computer 39 x 49","322.59","3","0.0","64.52"
"CA-2016-116736","2016-01-17","CC-12430","TEC-AC-10003628","Technology","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","29.99","1","0.0","13.2"
"CA-2016-116736","2016-01-17","CC-12430","TEC-AC-10002049","Technology","Accessories","Logitech G19 Programmable Gaming Keyboard","371.97","3","0.0","66.95"
"US-2014-158638","2014-09-17","AG-10765","OFF-BI-10003712","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks 14 7/8 x 11 Light Blue","5.89","4","0.7","-4.12"
